貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2017-10-09 13:30:00+00:00,111515882197852_1024898834317791,"好多日本美食 ?...可是人好多 ?
連假出遊看這裡 ? https://goo.gl/aUBhqD

-- ? 優惠好康瘋食尚 https://goo.gl/VPw9e8",,3260,136
2017-10-09 11:00:00+00:00,111515882197852_10212454361466036,"法國百年蝸牛料理，讓天團悟出人生道理？！
#食尚玩家 #環遊世界餐桌【法國】
店家資訊?https://goo.gl/CiveMs
BY #糖糖尚蓋巧
----------------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,1573,50
2017-10-09 04:00:00+00:00,111515882197852_1023235757817432,"#野生現場 子余好MAN喲 ? 
連假出遊看這裡 ? https://goo.gl/aUBhqD
 
? 鎖定今晚十點42歡樂台
【南投 金牌導遊帶你玩 獨家路線直播中】

#來去住一晚／ 曾子余／ 郭彥均

-- ? 優惠好康瘋食尚 https://goo.gl/VPw9e8",,791,9
2017-10-08 11:30:00+00:00,111515882197852_1024290771045264,"用身體換宿 ???

#食尚精選【花蓮】洄瀾窩國際青年旅舍
【完整內容】? http://bit.ly/2y0U6rB
【更多店家】? http://bit.ly/2y2plzR

連假出遊看這裡 ? https://goo.gl/aUBhqD
#發現新食尚／ 巴鈺／ 夢多 mondo 大谷主水

-- ? 優惠好康瘋食尚 https://goo.gl/VPw9e8",,4360,314
2017-10-08 07:30:00+00:00,111515882197852_1024316631042678,"到處都是人人人人人...?
連假出遊看這裡 ? https://goo.gl/aUBhqD

-- ? 優惠好康瘋食尚 https://goo.gl/VPw9e8",,4422,89
2017-10-08 04:00:00+00:00,111515882197852_1023171067823901,"#怎麼拍都美 金剛大道真的有「金剛」？！?
連假出遊看這裡 ? https://goo.gl/aUBhqD

浩角翔起笑一個 官方粉絲專頁
Dora謝雨芝／ 林予晞 Allison Lin

-- ? 優惠好康瘋食尚 https://goo.gl/VPw9e8",,12274,1504
2017-10-07 13:00:00+00:00,111515882197852_10212454548830720,"天啊??大份量大滿足?

#食尚精選 【花蓮】孔記牛排牛肉麵
完整影音?http://bit.ly/2fOM7mQ
更多店家?http://bit.ly/2y5cxec
【超值連假攻略 廉價爽爽玩花蓮】
----------------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,4057,293
2017-10-06 12:30:00+00:00,111515882197852_10212446431547793,"逢甲夜市旁邊有這樣的旅店！

#食尚精選 【台中】天成文旅-回行旅
完整影音?http://bit.ly/2kplOZh
更多店家?http://bit.ly/2fHzN7Q
【食尚前輩回娘家 交出台中最愛美食來驗證】
----------------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,3631,285
2017-10-06 09:00:11+00:00,111515882197852_1868055083210581,"#不推怎麼行 
百貨日本展幾乎年年有? 
不過今天要帶大家尋找日本職人?
吃吃看他們現做的美味料裡?

?好不好吃?今天一次告訴大家?
潘布迪 Fat Budi 童兒 in Japan 日貨連線",食尚玩家 was live.,588,51
2017-10-05 16:00:00+00:00,111515882197852_1022630091211332,"這這這...雞蛋仔太邪惡 ? #午夜食餓點

-- ? 節目資訊攏底家 https://goo.gl/aUBhqD
-- ? 新聞情報不漏接 https://goo.gl/VPw9e8",,2153,88
2017-10-05 14:15:00+00:00,111515882197852_1022654991208842,"這個月底只能吃泡麵了 ???? 

-- ? 節目資訊攏底家 https://goo.gl/aUBhqD
-- ? 新聞情報不漏接 https://goo.gl/VPw9e8",,1765,36
2017-10-05 08:30:00+00:00,111515882197852_1022574104550264,"哇～這款水果冰霸氣外露 ???
店家資訊 ? http://bit.ly/2wye34X

#來去住一晚／ 曾子余／ 郭彥均

-- ? 節目資訊攏底家 https://goo.gl/aUBhqD
-- ? 新聞情報不漏接 https://goo.gl/VPw9e8",,2833,735
2017-10-05 04:30:00+00:00,111515882197852_10212446141020530,"油油亮亮的燒鵝???

#食尚精選 【台中】阿秋大肥鵝餐廳
完整影音?http://bit.ly/2yKlOpa
更多店家?http://bit.ly/2fHzN7Q
【食尚前輩回娘家 交出台中最愛美食來驗證】
----------------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,5869,560
2017-10-04 23:00:00+00:00,111515882197852_10212434697854458,"這......編編不行???
----------------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,4559,571
2017-10-03 10:30:00+00:00,111515882197852_492604331112880,"#94想食 韓式炸機＋燒啤?
今晚的宵夜就決定是你了！
【瘋食尚】朴大哥的韓式炸雞?http://bit.ly/2xQUFBK
店家資訊看過來?http://bit.ly/2fHzN7Q
訂閱《YouTube頻道》?http://bit.ly/2lisE1O 
---------- 
加入食尚玩家LINE好康不漏接 
https://goo.gl/aUBhqD 
下載TVBS新聞APP一起瘋食尚 
https://goo.gl/VPw9e8",,4025,242
2017-10-03 09:50:01+00:00,111515882197852_1021538807987127,"#野生現場 自己動手做還挺好玩的喲 ?

鎖定今晚十點 ? http://bit.ly/2yFeLOm
【隱藏美食大放送 吃喝玩樂高雄趣】

#就要醬玩 ／ 楊子儀／ 阿諾／ GTM-AJ 賴煜哲

-- ? 節目資訊攏底家 https://goo.gl/aUBhqD
-- ? 新聞情報不漏接 https://goo.gl/VPw9e8",,636,14
2017-10-02 23:00:00+00:00,111515882197852_10212412743025601,"歐耶！編編多6天假??
?吸菸有害身體健康?
----------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,2141,120
2017-09-30 15:00:00+00:00,111515882197852_10212406255183409,"這道菜原來是「婆媳之間」的可愛小誤會啊?

我是邱彥翔 謝謝／ 古古食授權提供
-----------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,696,55
2017-09-30 07:30:00+00:00,111515882197852_10212411424192631,"想念大哥的鄉親們??快留言告訴我們啊
----------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,2275,25
2017-09-29 22:00:00+00:00,111515882197852_10212405752050831,"食物保存也是一門學問啊~ ?

-----------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,1703,692
2017-09-29 07:30:00+00:00,111515882197852_1860731067276316,"?? 滑雪橇、大啖日式燒肉，蝦米～還有室內最大的波浪池，在北海道也能上演冰與火之歌

這會不會也太誘人 ?
真正的 滑雪假期 就是要這樣啊～https://goo.gl/wQkLkX 

去一次保證一輩子難忘啊！！！！ 
就是現在 #食尚玩家 要送你去體驗Clubmed全包式行程

請按讚 ? 並TAG一位你想一起出發的人，留下你最想要體驗 

影片中 #Tomamu北海道度假村 裡有什麼設施？範例：「@食尚編，我們一起去體驗高山滑雪」就有機會可以獲得Clubmed行程折價喔！（活動至2017/10/11 23:59止）
 
#clubmed #北海道 #滑雪 #帶我走 
 
雙人遊最高可以折抵NTD5,000元，名額一位！※限定為購買台灣出發全包式行程，2018/4/28前出發且旺季不得使用（例如春節、寒假…等）詳細規則請上TVBS新聞網查詢。",食尚玩家 with Club Med.,386,16
2017-09-27 03:00:00+00:00,111515882197852_1857654167584006,"澎湖的鄉親??
快來告訴我們～最在地的美食在哪裡？????

鎖定今晚十點? #食尚玩家 
【澎湖後暑假玩法 在地ㄟ您真內行】  
 莎莎公主(鍾欣愉)、 巴鈺
-----------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,852,41
2017-09-26 23:00:00+00:00,111515882197852_1017862255021449,"男生吃過不再變心的超滿足蛋餅 ?
#女友必收藏 ?

#食尚精選【新竹】建功早餐
【完整內容】? http://bit.ly/2jWGFmy
【更多店家】? http://bit.ly/2yDSrFL

#來去住一晚 ／ 黃鐙輝／ 曾子余

--吃喝玩樂 ? 看這邊 https://goo.gl/aUBhqD
--? 新聞情報不漏接 https://goo.gl/VPw9e8",,3144,147
2017-09-26 16:00:00+00:00,111515882197852_10212384195311926,"#超狂海鮮 #午夜食餓點
松葉蟹、鮑魚、牡丹蝦、比目魚、魚子醬????
海膽上還有金箔??

#食尚精選 【新竹】魚鮮會社
完整影音?http://bit.ly/2wPIWWJ
更多店家?http://bit.ly/2hvjO0R
【風城美食大逆襲 顛覆你的傳統新竹味】
----------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,6641,678
2017-09-26 14:00:00+00:00,111515882197852_10212354743775656,"這蚵仔......真的好大顆?

#食尚精選 【新北】無敵家赤肉大腸蚵仔麵線
完整影音?http://bit.ly/2hp1i6e
更多店家?http://bit.ly/2xWEhT2
【全台最狂運將美食】
----------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,6893,398
2017-09-23 13:30:00+00:00,111515882197852_10212353863153641,"在地人這樣吃海鮮?
泡麵+龍蝦 (超狂啊)??

鎖定9/27晚間十點? #食尚玩家
【澎湖後暑假玩法 在地ㄟ您真內行】 
  莎莎公主(鍾欣愉) ／ 巴鈺
-----------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,1515,45
2017-09-23 05:30:00+00:00,111515882197852_10212331347950775,"編編好想跟巴鈺一樣迷失在蝴蝶圈圈裡??

#好食回顧 【香港】帝苑飯店
完整影音?http://bit.ly/2wtljDa
店家資訊?http://bit.ly/2f7vQwt
【搭郵輪玩香港 4天3夜懶人包（下）】
----------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,2555,88
2017-09-22 23:00:00+00:00,111515882197852_10212356388296768,"編編才剛嗑完一整盒雞腳耶??
-----------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,2356,278
2017-09-22 14:15:53+00:00,111515882197852_1015544401919901,"海鷗肉？不會是真的海鷗吧！?

--吃喝玩樂 ? 看這邊 https://goo.gl/aUBhqD
--? 新聞情報不漏接 https://goo.gl/VPw9e8",,649,25
2017-09-20 09:30:00+00:00,111515882197852_10212337573106400,"編編好像看到了粉紅泡泡?????(誤)?

 鎖定今晚十點? 食尚玩家
【澎湖 後暑假玩法 全新玩法再進化】
莎莎公主(鍾欣愉)、 巴鈺 
-----------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,1845,35
2017-09-20 04:00:00+00:00,111515882197852_10212337106054724,"??精采搶先看??
出發寄明信片啦啦啦啦啦啦??? 

鎖定今晚十點? 食尚玩家
【澎湖 後暑假玩法 全新玩法再進化】
莎莎公主(鍾欣愉)、 巴鈺 
-----------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,3450,187
2017-09-19 04:00:00+00:00,111515882197852_10212296862648664,"呼叫 #起司控 #燒肉控 ??

#好食回顧 【嘉義】五花肉．KR韓國炭火BBQ
完整影音?http://bit.ly/2f7eeAO
店家資訊?http://bit.ly/2gZNkeF
【這些年 那些年 嘉義人心目中NO.1美食】
----------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,8810,1087
2017-09-18 12:00:00+00:00,111515882197852_1849633658386057,"鄉親啊～想當網紅的快過來
?http://bit.ly/2vIhMMd

原來 #阿松也是網紅
----------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,392,3
2017-09-17 14:30:00+00:00,111515882197852_10212245774131483,"鄉親們去法國有吃過蝸牛？

#食尚任意門　【法國】百年蝸牛老店 L'escargot Montorgueil
店家資訊?http://bit.ly/2xc4jkM
完整影音?http://bit.ly/2wIuP3P
【巴黎接招 噗嚨共來了】
播出時間：2013-04-26
-----------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,2995,101
2017-09-17 11:30:00+00:00,111515882197852_10212315940925609,"覺得酷???

【拍完照等3天沖洗！　手機「即可拍app」夯懷舊】
?http://news.tvbs.com.tw/life/771075?
-----------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,928,28
2017-09-16 04:00:00+00:00,111515882197852_1011383279002680,"一起貢獻愛心 讓社會更溫暖 ???

#節目回顧【高雄】阿榮通訊行
【完整內容】? http://bit.ly/2y2t2V6
【店家資訊】? http://bit.ly/2juNMT2

#食尚玩家／ 浩角翔起笑一個 官方粉絲專頁／ 巴鈺

--? 萬元獎金等你拿 https://goo.gl/ENw86r
--吃喝玩樂 ? 看這邊 https://goo.gl/aUBhqD
--? 新聞情報不漏接 https://goo.gl/VPw9e8",,5675,588
2017-09-14 12:30:00+00:00,111515882197852_1010750479065960,"以後這裡的男顧客要變多了 ?

#好食回顧【新竹】中正台鴨肉麵
【完整內容】? http://bit.ly/2wAFaQA
【店家資訊】? http://bit.ly/2wI0Eu1

#食尚玩家／ 莎莎公主(鍾欣愉)／ 巴鈺

--? 萬元獎金等你拿 https://goo.gl/ENw86r
--吃喝玩樂 ? 看這邊 https://goo.gl/aUBhqD
--? 新聞情報不漏接 https://goo.gl/VPw9e8",,4145,197
2017-09-13 13:30:00+00:00,111515882197852_1844248485591241,"#倒數2天 ? 10月14號 #吃和路跑 我們等你唷！
?? 跑起來！跑起來！ goo.gl/3MH2HK",,577,10
2017-09-13 10:30:00+00:00,111515882197852_485257048514275,"#94想食 聽說是屏東人的回憶?
超過13種湯頭可以選會不會太狂了～
【瘋食尚】69火鍋廣場?http://bit.ly/2w743DL
店家資訊看過來?http://bit.ly/2f4Dw2z
訂閱《YouTube頻道》?http://bit.ly/2lisE1O 
---------- 
加入食尚玩家LINE好康不漏接 
https://goo.gl/aUBhqD 
下載TVBS新聞APP一起瘋食尚 
https://goo.gl/VPw9e8",,3124,321
2017-09-13 04:31:45+00:00,111515882197852_1010102472464094,"#野生現場 有鄉親聽得出來嗎 ???

鎖定今晚十點 ? http://bit.ly/2xwp6zF
【搭郵輪玩香港 4天3夜懶人包(下)】 

#食尚玩家／ 顏永烈／ 巴鈺／ 宅之小惡魔 小CALL

--? 萬元獎金等你拿 https://goo.gl/ENw86r
--吃喝玩樂 ? 看這邊 https://goo.gl/aUBhqD
--? 新聞情報不漏接 https://goo.gl/VPw9e8",,769,12
2017-09-12 05:00:00+00:00,111515882197852_10212276835147989,"好好味???

#好吃回顧 【香港】帝苑餅店
完整影音?http://bit.ly/2xpiuTX
店家資訊?http://bit.ly/2wUF17U
【暑假特別企劃 - 說走就走 香港 港愛港橫行無阻】
?播出時間：2015-08-11
----------
尋找地表最牛吃客?GO～
http://bit.ly/2vz1Pf9
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,2826,149
2017-09-11 05:00:00+00:00,111515882197852_10212245469403865,"這漢堡...竟然真的跟莎莎臉一樣大

#食尚任意門　【菲律賓】長灘島
店家資訊?http://bit.ly/2gMXfnN
完整影音?http://bit.ly/2j4HGZo
【五星級度假島嶼玩不完】
?播出時間：2013-08-12 
-----------
尋找地表最牛吃客?GO～
http://bit.ly/2vz1Pf9

加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD

下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,12324,865
2017-09-11 04:00:00+00:00,111515882197852_1009012435906431,"真的好像一個迷你賽車場 ?

?【北捷新車廂彩繪！賽車道、3D貼打卡熱】
http://news.tvbs.com.tw/life/767668

--? 萬元獎金等你拿 https://goo.gl/ENw86r
--吃喝玩樂 ? 看這邊 https://goo.gl/aUBhqD
--? 新聞情報不漏接 https://goo.gl/VPw9e8",,3207,100
2017-09-09 23:00:00+00:00,111515882197852_1008263119314696,"聽說這裡比蘇澳冷泉還要更冷 ???

#好玩回顧【宜蘭】東岳湧泉
【完整內容】? http://bit.ly/2gSP2uS
【店家資訊】? http://bit.ly/2eNxlMp

#食尚玩家／ 浩角翔起笑一個 官方粉絲專頁／ 巴鈺

--? 萬元獎金等你拿 https://goo.gl/ENw86r
--吃喝玩樂 ? 看這邊 https://goo.gl/aUBhqD
--? 新聞情報不漏接 https://goo.gl/VPw9e8",,7480,934
2017-09-09 13:30:00+00:00,111515882197852_10212253706449786,"#搭郵輪 #玩香港

鎖定9月13日晚間十點 ? #食尚玩家
【搭郵輪玩香港 4天3夜懶人包(下)】 
 顏永烈／ 巴鈺／ 宅之小惡魔 小CALL
-----------
尋找地表最牛吃客?GO～
http://bit.ly/2vz1Pf9
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,1924,103
2017-09-08 16:00:00+00:00,111515882197852_1007146232759718,"親愛的～我把麵漂浮起來了 ?

#午夜食餓點【台南】燒出名堂
【完整內容】? http://bit.ly/2eAuRRv
【店家資訊】? http://bit.ly/2gBpLVQ

#來去住一晚／ 黃鐙輝／ 曾子余

--? 萬元獎金等你拿 https://goo.gl/ENw86r
--吃喝玩樂 ? 看這邊 https://goo.gl/aUBhqD
--? 新聞情報不漏接 https://goo.gl/VPw9e8",,3715,292
2017-09-08 12:30:00+00:00,111515882197852_10212246565551268,"?180度的維港百萬夜景?
到香港玩?絕對不要錯過高空酒吧啊?

#好食回顧　【香港】Eyebar
店家資訊?http://bit.ly/2wJG62p
完整影音?http://bit.ly/2f5ScLB
【搭郵輪玩香港 4天3夜懶人包】
-----------
尋找地表最牛吃客?GO～
http://bit.ly/2vz1Pf9
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD
下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,5365,284
2017-09-08 09:30:00+00:00,111515882197852_10212254272543938,"?回憶過去? 食尚玩家忘不了 Day5?

沒想到莎莎姐也有那麼羞澀的時期?
好可愛喔（大心?）

一起瘋食尚?http://bit.ly/1P2o5PJ",,2196,27
2017-09-08 08:30:00+00:00,111515882197852_1838384339510989,"「什麼是美？簡約的設計最美」
這句話直中小編的心坎 ???

#聶永真的作品看似簡單卻富含衝擊力道
#每次看到都好想要珍藏
#極致簡約設計最能傳遞最直接的感動 ?

By #糖糖尚蓋巧",,395,6
2017-09-07 13:30:00+00:00,111515882197852_10212185982316725,"一鴨多吃超夠味???

#好食回顧　【高雄】鏞記鴨莊
完整影音?http://bit.ly/2xwxtrI
店家資訊?http://bit.ly/2x3vL3i
【高雄殘酷限量美食 天團送你吃】
?播出時間：2015-12-28
-----------
尋找地表最牛吃客?GO～
http://bit.ly/2vz1Pf9

加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD

下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,5579,537
2017-09-07 11:30:00+00:00,111515882197852_1837965866219503,"還沒開唱3人先鬧翻???

鎖定今晚十點? #食尚玩家
【抓住暑假的尾巴 北海岸+宜蘭玩到趴】
浩角翔起笑一個 官方粉絲專頁／ 巴鈺
-----------------
加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD

下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,1079,17
2017-09-07 10:30:00+00:00,111515882197852_483072122066101,"#94想食 香港西環超邪惡～爆漿激流西多士
芋頭流沙超狂der?吼想吃辣
【瘋食尚】周記點心?http://bit.ly/2vO54Au
店家資訊看過來?http://bit.ly/2wJG62p
訂閱《YouTube頻道》?http://bit.ly/2lisE1O 
---------- 
加入食尚玩家LINE好康不漏接 
https://goo.gl/aUBhqD 
下載TVBS新聞APP一起瘋食尚 
https://goo.gl/VPw9e8",,5879,511
2017-09-06 10:30:00+00:00,111515882197852_482716982101615,"#94想食 中壢最新打卡冰店?
抹茶+紅豆?很可以耶～
【瘋食尚】有食候。紅豆?http://bit.ly/2gLLBcS
店家資訊看過來?http://bit.ly/2gJXjEV
訂閱《YouTube頻道》?http://bit.ly/2lisE1O 
---------- 
加入食尚玩家LINE?好康不漏接 
https://goo.gl/aUBhqD 
下載TVBS新聞APP?一起瘋食尚 
https://goo.gl/VPw9e8",,5394,607
2017-09-06 06:00:00+00:00,111515882197852_1006332042841137,"【食尚玩家美食公益路跑】報名倒數！這次超過50家的美食店家提供上千份的美食兌換商品，只要報名就有機會吃到美食好料！

快來依貝特報名喔！? goo.gl/3MH2HK

#路跑 #美食 #野餐 ? ? ? ?",,690,43
2017-09-05 03:00:46+00:00,111515882197852_1005749546232720,"今晚最淒慘的人肉畫布是...？

鎖定今晚【美食七桃趣 激戰桃園魅力王】  

#就要醬玩／ 楊子儀／ GTM-Masha 潘君侖／ 哈孝遠

--? 萬元獎金等你拿 https://goo.gl/ENw86r
--吃喝玩樂 ? 看這邊 https://goo.gl/aUBhqD
--? 新聞情報不漏接 https://goo.gl/VPw9e8",,736,40
2017-09-04 11:30:00+00:00,111515882197852_10212223144045745,"出門在外酒量要練好?

鎖定今晚十點 ? #來去住一晚
【台南不傳統美食 不按牌理出牌花招多】
 黃鐙輝／ 曾子余

小編提醒?飲酒過量有礙健康?
-----------
尋找地表最牛吃客?GO～
http://bit.ly/2vz1Pf9

加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD

下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,1673,69
2017-09-04 04:00:00+00:00,111515882197852_10212222084339253,"星期一需要補充酒精?(誤)
-----------
尋找地表最牛吃客?GO～
http://bit.ly/2vz1Pf9

加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD",,6615,326
2017-09-01 16:00:00+00:00,111515882197852_10212176992691990,"#幫大家增肥

呼叫無辣不歡的鄉親啊??

#午夜食餓點　【嘉義】無名香腸
店家資訊?http://bit.ly/2wsPJVt
完整影音?http://bit.ly/2wjXnPp
【網美都在追！嘉義唉G美食】
-----------
尋找地表最牛吃客?GO～
http://bit.ly/2vz1Pf9

加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD

下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,4566,256
2017-09-01 10:30:00+00:00,111515882197852_480857788954201,"#94想食 撲滿滿的大隻蝦仁！真的狠划算
【瘋食尚】米香哥蝦仁飯?http://bit.ly/2vx03Mh
店家資訊看過來?http://bit.ly/2gnmQzR
訂閱《YouTube頻道》?http://bit.ly/2lisE1O 
---------- 
加入食尚玩家LINE好康不漏接 
https://goo.gl/aUBhqD 
下載TVBS新聞APP一起瘋食尚 
https://goo.gl/VPw9e8",,6193,762
2017-08-31 23:00:00+00:00,111515882197852_1003077189833289,"肉吃太多...難怪這麼臭...(嗅) ?

---? 吃牛肉麵拿獎金 https://goo.gl/ENw86r
--跟著我們吃透透 ? https://goo.gl/aUBhqD
---? TVBS新聞線上看 https://goo.gl/VPw9e8",,5010,849
2017-08-31 10:30:00+00:00,111515882197852_480410518998928,"#94想食 整隻章魚的章魚燒你有吃過嗎！
鋪上滿滿的起司簡直犯規～晚上來迺夜市?
【瘋食尚】二代起司章魚燒?http://bit.ly/2wq6zBK
店家資訊看過來?http://bit.ly/2wKIQyJ
訂閱《YouTube頻道》?http://bit.ly/2lisE1O 
---------- 
加入食尚玩家LINE好康不漏接 
https://goo.gl/aUBhqD 
下載TVBS新聞APP一起瘋食尚 
https://goo.gl/VPw9e8",,7123,583
2017-08-28 16:00:00+00:00,111515882197852_10212148352736009,"#幫大家增肥
溏心蛋耶～半熟的蛋黃好想吃喔喔喔喔?

#午夜食餓點　【嘉義】燃 手串
完整影音?http://bit.ly/2gceE91
店家資訊?http://bit.ly/2wsPJVt
【網美都在追 嘉義唉G美食】
-----------
尋找地表最牛吃客?GO～
http://bit.ly/2vz1Pf9

加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD

下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,7158,698
2017-08-28 04:00:00+00:00,111515882197852_1001106116697063,"沒撈到黃金不回家了 ?

---? 吃牛肉麵拿獎金 https://goo.gl/ENw86r
--跟著我們吃透透 ? https://goo.gl/aUBhqD
---? TVBS新聞線上看 https://goo.gl/VPw9e8",,1593,39
2017-08-27 11:30:00+00:00,111515882197852_999766826830992,"巴小鈺，妳走光了啦！?????

【網美都在追 嘉義唉G美食】
完整版 ? http://bit.ly/2gdsFDv

#食尚玩家／ 莎莎公主(鍾欣愉)／ 巴鈺 

---? 吃牛肉麵拿獎金 https://goo.gl/ENw86r
--跟著我們吃透透 ? https://goo.gl/aUBhqD
---? TVBS新聞線上看 https://goo.gl/VPw9e8",,7318,153
2017-08-27 02:30:00+00:00,111515882197852_999737266833948,"老闆好有創意 ???

---? 吃牛肉麵拿獎金 https://goo.gl/ENw86r
--跟著我們吃透透 ? https://goo.gl/aUBhqD
---? TVBS新聞線上看 https://goo.gl/VPw9e8",,4264,302
2017-08-27 00:30:00+00:00,111515882197852_999750810165927,"愈黑代表愈營養美味 ???

? 一起來瘋食尚 → https://goo.gl/VPw9e8

?美濃「白玉蘿蔔」曬乾久放變黑金老蘿蔔
http://news.tvbs.com.tw/travel/761044",,2009,84
2017-08-26 07:30:00+00:00,111515882197852_10212133842053251,"自己的香水自己創造??

#好玩回顧　【台中】LFP香料香水實驗室
店家資訊?http://bit.ly/2g4ApI6
完整影音?http://bit.ly/2g4AADg
【慾望台中 罪惡美食(上)】
?播出時間：2016-09-22
-----------
尋找地表最牛吃客?GO～
http://bit.ly/2vz1Pf9

加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD

下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,5017,569
2017-08-26 05:00:00+00:00,111515882197852_10212140807267377,"光視覺就透～心～涼～??

#好食回顧　【新竹】尋庄懷舊冰店
完整影音?http://bit.ly/2wB29Lc
店家資訊?http://bit.ly/2w0dTWl
【新竹 女職員の負能量激活之旅】
-----------
尋找地表最牛吃客?GO～
http://bit.ly/2vz1Pf9

加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD

下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,11003,1025
2017-08-26 01:00:00+00:00,111515882197852_10212132871668992,"#爸媽必筆記
暑假尾聲快帶小朋友去大放電?
而且爸媽也可以好好吃美食??
-----------
尋找地表最牛吃客?GO～
http://bit.ly/2vz1Pf9

加入食尚玩家LINE?好康不漏接
https://goo.gl/aUBhqD

下載TVBS新聞APP?一起瘋食尚
https://goo.gl/nQZ1PW",,2737,222
